source_frame,source_cell,target_frame,target_cell,label
95,41,96,43,0
95,41,96,44,0
95,41,96,45,0
95,41,96,46,0
95,41,96,47,0
95,41,96,48,0
95,41,96,49,0
95,41,96,50,0
95,41,96,51,0
95,41,96,52,0
95,41,96,54,0
95,41,96,55,0
95,41,96,56,0
95,41,96,59,0
95,41,96,60,0
95,42,96,29,0
95,42,96,30,0
95,42,96,31,0
95,42,96,32,0
95,42,96,33,0
95,42,96,34,0
95,42,96,35,0
95,42,96,36,0
95,42,96,38,0
95,42,96,39,0
95,42,96,40,0
95,42,96,41,0
95,42,96,42,1
95,42,96,43,0
95,42,96,44,0
95,42,96,45,0
95,42,96,46,0
95,42,96,47,0
95,42,96,48,0
95,42,96,49,0
95,42,96,50,0
95,42,96,51,0
95,42,96,52,0
95,42,96,54,0
95,42,96,55,0
95,42,96,56,0
95,42,96,59,0
95,42,96,60,0
95,43,96,29,0
95,43,96,30,0
95,43,96,31,0
95,43,96,32,0
95,43,96,33,0
95,43,96,34,0
95,43,96,35,0
95,43,96,36,0
95,43,96,38,0
95,43,96,39,0
95,43,96,40,0
95,43,96,41,0
95,43,96,42,0
95,43,96,43,1
95,43,96,44,0
95,43,96,45,0
95,43,96,46,0
95,43,96,47,0
95,43,96,48,0
95,43,96,49,0
95,43,96,50,0
95,43,96,51,0
95,43,96,52,0
95,43,96,54,0
95,43,96,55,0
95,43,96,56,0
95,43,96,59,0
95,43,96,60,0
95,44,96,29,0
95,44,96,30,0
95,44,96,31,0
95,44,96,32,0
95,44,96,33,0
95,44,96,34,0
95,44,96,35,0
95,44,96,36,0
95,44,96,38,0
95,44,96,39,0
95,44,96,40,0
95,44,96,41,0
95,44,96,42,0
95,44,96,43,0
95,44,96,44,1
95,44,96,45,0
95,44,96,46,0
95,44,96,47,0
95,44,96,48,0
95,44,96,49,0
95,44,96,50,0
95,44,96,51,0
95,44,96,52,0
95,44,96,54,0
95,44,96,55,0
95,44,96,56,0
95,44,96,59,0
95,44,96,60,0
95,45,96,29,0
95,45,96,30,0
95,45,96,31,0
95,45,96,32,0
95,45,96,33,0
95,45,96,34,0
95,45,96,35,0
95,45,96,36,0
95,45,96,38,0
95,45,96,39,0
95,45,96,40,0
95,45,96,41,0
95,45,96,42,0
95,45,96,43,0
95,45,96,44,0
95,45,96,45,1
95,45,96,46,0
95,45,96,47,0
95,45,96,48,0
95,45,96,49,0
95,45,96,50,0
95,45,96,51,0
95,45,96,52,0
95,45,96,54,0
95,45,96,55,0
95,45,96,56,0
95,45,96,59,0
95,45,96,60,0
95,46,96,29,0
95,46,96,30,0
95,46,96,31,0
95,46,96,32,0
95,46,96,33,0
95,46,96,34,0
95,46,96,35,0
95,46,96,36,0
95,46,96,38,0
95,46,96,39,0
95,46,96,40,0
95,46,96,41,0
95,46,96,42,0
95,46,96,43,0
95,46,96,44,0
95,46,96,45,0
95,46,96,46,1
95,46,96,47,0
95,46,96,48,0
95,46,96,49,0
95,46,96,50,0
95,46,96,51,0
95,46,96,52,0
95,46,96,54,0
95,46,96,55,0
95,46,96,56,0
95,46,96,59,0
95,46,96,60,0
95,47,96,29,0
95,47,96,30,0
95,47,96,31,0
95,47,96,32,0
95,47,96,33,0
95,47,96,34,0
95,47,96,35,0
95,47,96,36,0
95,47,96,38,0
95,47,96,39,0
95,47,96,40,0
95,47,96,41,0
95,47,96,42,0
95,47,96,43,0
95,47,96,44,0
95,47,96,45,0
95,47,96,46,0
95,47,96,47,1
95,47,96,48,0
95,47,96,49,0
95,47,96,50,0
95,47,96,51,0
95,47,96,52,0
95,47,96,54,0
95,47,96,55,0
95,47,96,56,0
95,47,96,59,0
95,47,96,60,0
95,48,96,29,0
95,48,96,30,0
95,48,96,31,0
95,48,96,32,0
95,48,96,33,0
95,48,96,34,0
95,48,96,35,0
95,48,96,36,0
95,48,96,38,0
95,48,96,39,0
95,48,96,40,0
95,48,96,41,0
95,48,96,42,0
95,48,96,43,0
95,48,96,44,0
95,48,96,45,0
95,48,96,46,0
95,48,96,47,0
95,48,96,48,1
95,48,96,49,0
95,48,96,50,0
95,48,96,51,0
95,48,96,52,0
95,48,96,54,0
95,48,96,55,0
95,48,96,56,0
95,48,96,59,0
95,48,96,60,0
95,49,96,29,0
95,49,96,30,0
95,49,96,31,0
95,49,96,32,0
95,49,96,33,0
95,49,96,34,0
95,49,96,35,0
95,49,96,36,0
95,49,96,38,0
95,49,96,39,0
95,49,96,40,0
95,49,96,41,0
95,49,96,42,0
95,49,96,43,0
95,49,96,44,0
95,49,96,45,0
95,49,96,46,0
95,49,96,47,0
95,49,96,48,0
95,49,96,49,1
95,49,96,50,0
95,49,96,51,0
95,49,96,52,0
95,49,96,54,0
95,49,96,55,0
95,49,96,56,0
95,49,96,59,0
95,49,96,60,0
95,50,96,29,0
95,50,96,30,0
95,50,96,31,0
95,50,96,32,0
95,50,96,33,0
95,50,96,34,0
95,50,96,35,0
95,50,96,36,0
95,50,96,38,0
95,50,96,39,0
95,50,96,40,0
95,50,96,41,0
95,50,96,42,0
95,50,96,43,0
95,50,96,44,0
95,50,96,45,0
95,50,96,46,0
95,50,96,47,0
95,50,96,48,0
95,50,96,49,0
95,50,96,50,1
95,50,96,51,0
95,50,96,52,0
95,50,96,54,0
95,50,96,55,0
95,50,96,56,0
95,50,96,59,0
95,50,96,60,0
95,51,96,29,0
95,51,96,30,0
95,51,96,31,0
95,51,96,32,0
95,51,96,33,0
95,51,96,34,0
95,51,96,35,0
95,51,96,36,0
95,51,96,38,0
95,51,96,39,0
95,51,96,40,0
95,51,96,41,0
95,51,96,42,0
95,51,96,43,0
95,51,96,44,0
95,51,96,45,0
95,51,96,46,0
95,51,96,47,0
95,51,96,48,0
95,51,96,49,0
95,51,96,50,0
95,51,96,51,1
95,51,96,52,0
95,51,96,54,0
95,51,96,55,0
95,51,96,56,0
95,51,96,59,0
95,51,96,60,0
95,52,96,29,0
95,52,96,30,0
95,52,96,31,0
95,52,96,32,0
95,52,96,33,0
95,52,96,34,0
95,52,96,35,0
95,52,96,36,0
95,52,96,38,0
95,52,96,39,0
95,52,96,40,0
95,52,96,41,0
95,52,96,42,0
95,52,96,43,0
95,52,96,44,0
95,52,96,45,0
95,52,96,46,0
95,52,96,47,0
95,52,96,48,0
95,52,96,49,0
95,52,96,50,0
95,52,96,51,0
95,52,96,52,1
95,52,96,54,0
95,52,96,55,0
95,52,96,56,0
95,52,96,59,0
95,52,96,60,0
95,54,96,29,0
95,54,96,30,0
95,54,96,31,0
95,54,96,32,0
95,54,96,33,0
95,54,96,34,0
95,54,96,35,0
95,54,96,36,0
95,54,96,38,0
95,54,96,39,0
95,54,96,40,0
95,54,96,41,0
95,54,96,42,0
95,54,96,43,0
95,54,96,44,0
95,54,96,45,0
95,54,96,46,0
95,54,96,47,0
95,54,96,48,0
95,54,96,49,0
95,54,96,50,0
95,54,96,51,0
95,54,96,52,0
95,54,96,54,1
95,54,96,55,0
95,54,96,56,0
95,54,96,59,0
95,54,96,60,0
95,55,96,29,0
95,55,96,30,0
95,55,96,31,0
95,55,96,32,0
95,55,96,33,0
95,55,96,34,0
95,55,96,35,0
95,55,96,36,0
95,55,96,38,0
95,55,96,39,0
95,55,96,40,0
95,55,96,41,0
95,55,96,42,0
95,55,96,43,0
95,55,96,44,0
95,55,96,45,0
95,55,96,46,0
95,55,96,47,0
95,55,96,48,0
95,55,96,49,0
95,55,96,50,0
95,55,96,51,0
95,55,96,52,0
95,55,96,54,0
95,55,96,55,1
95,55,96,56,0
95,55,96,59,0
95,55,96,60,0
95,56,96,29,0
95,56,96,30,0
95,56,96,31,0
95,56,96,32,0
95,56,96,33,0
95,56,96,34,0
95,56,96,35,0
95,56,96,36,0
95,56,96,38,0
95,56,96,39,0
95,56,96,40,0
95,56,96,41,0
95,56,96,42,0
95,56,96,43,0
95,56,96,44,0
95,56,96,45,0
95,56,96,46,0
95,56,96,47,0
95,56,96,48,0
95,56,96,49,0
95,56,96,50,0
95,56,96,51,0
95,56,96,52,0
95,56,96,54,0
95,56,96,55,0
95,56,96,56,1
95,56,96,59,0
95,56,96,60,0
96,29,97,29,1
96,29,97,30,0
96,29,97,31,0
96,29,97,32,0
96,29,97,33,0
96,29,97,34,0
96,29,97,35,0
96,29,97,36,0
96,29,97,38,0
96,29,97,39,0
96,29,97,40,0
96,29,97,41,0
96,29,97,42,0
96,29,97,43,0
96,29,97,44,0
96,29,97,45,0
96,29,97,46,0
96,29,97,47,0
96,29,97,48,0
96,29,97,49,0
96,29,97,50,0
96,29,97,51,0
96,29,97,52,0
96,29,97,54,0
96,29,97,55,0
96,29,97,56,0
96,29,97,59,0
96,29,97,60,0
96,30,97,29,0
96,30,97,30,1
96,30,97,31,0
96,30,97,32,0
96,30,97,33,0
96,30,97,34,0
96,30,97,35,0
96,30,97,36,0
96,30,97,38,0
96,30,97,39,0
96,30,97,40,0
96,30,97,41,0
96,30,97,42,0
96,30,97,43,0
96,30,97,44,0
96,30,97,45,0
96,30,97,46,0
96,30,97,47,0
96,30,97,48,0
96,30,97,49,0
96,30,97,50,0
96,30,97,51,0
96,30,97,52,0
96,30,97,54,0
96,30,97,55,0
96,30,97,56,0
96,30,97,59,0
96,30,97,60,0
96,31,97,29,0
96,31,97,30,0
96,31,97,31,1
96,31,97,32,0
96,31,97,33,0
96,31,97,34,0
96,31,97,35,0
96,31,97,36,0
96,31,97,38,0
96,31,97,39,0
96,31,97,40,0
96,31,97,41,0
96,31,97,42,0
96,31,97,43,0
96,31,97,44,0
96,31,97,45,0
96,31,97,46,0
96,31,97,47,0
96,31,97,48,0
96,31,97,49,0
96,31,97,50,0
96,31,97,51,0
96,31,97,52,0
96,31,97,54,0
96,31,97,55,0
96,31,97,56,0
96,31,97,59,0
96,31,97,60,0
96,32,97,29,0
96,32,97,30,0
96,32,97,31,0
96,32,97,32,1
96,32,97,33,0
96,32,97,34,0
96,32,97,35,0
96,32,97,36,0
96,32,97,38,0
96,32,97,39,0
96,32,97,40,0
96,32,97,41,0
96,32,97,42,0
96,32,97,43,0
96,32,97,44,0
96,32,97,45,0
96,32,97,46,0
96,32,97,47,0
96,32,97,48,0
96,32,97,49,0
96,32,97,50,0
96,32,97,51,0
96,32,97,52,0
96,32,97,54,0
96,32,97,55,0
96,32,97,56,0
96,32,97,59,0
96,32,97,60,0
96,33,97,29,0
96,33,97,30,0
96,33,97,31,0
96,33,97,32,0
96,33,97,33,1
96,33,97,34,0
96,33,97,35,0
96,33,97,36,0
96,33,97,38,0
96,33,97,39,0
96,33,97,40,0
96,33,97,41,0
96,33,97,42,0
96,33,97,43,0
96,33,97,44,0
96,33,97,45,0
96,33,97,46,0
96,33,97,47,0
96,33,97,48,0
96,33,97,49,0
96,33,97,50,0
96,33,97,51,0
96,33,97,52,0
96,33,97,54,0
96,33,97,55,0
96,33,97,56,0
96,33,97,59,0
96,33,97,60,0
96,34,97,29,0
96,34,97,30,0
96,34,97,31,0
96,34,97,32,0
96,34,97,33,0
96,34,97,34,1
96,34,97,35,0
96,34,97,36,0
96,34,97,38,0
96,34,97,39,0
96,34,97,40,0
96,34,97,41,0
96,34,97,42,0
96,34,97,43,0
96,34,97,44,0
96,34,97,45,0
96,34,97,46,0
96,34,97,47,0
96,34,97,48,0
96,34,97,49,0
96,34,97,50,0
96,34,97,51,0
96,34,97,52,0
96,34,97,54,0
96,34,97,55,0
96,34,97,56,0
96,34,97,59,0
96,34,97,60,0
96,35,97,29,0
96,35,97,30,0
96,35,97,31,0
96,35,97,32,0
96,35,97,33,0
96,35,97,34,0
96,35,97,35,1
96,35,97,36,0
96,35,97,38,0
96,35,97,39,0
96,35,97,40,0
96,35,97,41,0
96,35,97,42,0
96,35,97,43,0
96,35,97,44,0
96,35,97,45,0
96,35,97,46,0
96,35,97,47,0
96,35,97,48,0
96,35,97,49,0
96,35,97,50,0
96,35,97,51,0
96,35,97,52,0
96,35,97,54,0
96,35,97,55,0
96,35,97,56,0
96,35,97,59,0
96,35,97,60,0
96,36,97,29,0
96,36,97,30,0
96,36,97,31,0
96,36,97,32,0
96,36,97,33,0
96,36,97,34,0
96,36,97,35,0
96,36,97,36,1
96,36,97,38,0
96,36,97,39,0
96,36,97,40,0
96,36,97,41,0
96,36,97,42,0
96,36,97,43,0
96,36,97,44,0
96,36,97,45,0
96,36,97,46,0
96,36,97,47,0
96,36,97,48,0
96,36,97,49,0
96,36,97,50,0
96,36,97,51,0
96,36,97,52,0
96,36,97,54,0
96,36,97,55,0
96,36,97,56,0
96,36,97,59,0
96,36,97,60,0
96,38,97,29,0
96,38,97,30,0
96,38,97,31,0
96,38,97,32,0
96,38,97,33,0
96,38,97,34,0
96,38,97,35,0
96,38,97,36,0
96,38,97,38,1
96,38,97,39,0
96,38,97,40,0
96,38,97,41,0
96,38,97,42,0
96,38,97,43,0
96,38,97,44,0
96,38,97,45,0
96,38,97,46,0
96,38,97,47,0
96,38,97,48,0
96,38,97,49,0
96,38,97,50,0
96,38,97,51,0
96,38,97,52,0
96,38,97,54,0
96,38,97,55,0
96,38,97,56,0
96,38,97,59,0
96,38,97,60,0
96,39,97,29,0
96,39,97,30,0
96,39,97,31,0
96,39,97,32,0
96,39,97,33,0
96,39,97,34,0
96,39,97,35,0
96,39,97,36,0
96,39,97,38,0
96,39,97,39,1
96,39,97,40,0
96,39,97,41,0
96,39,97,42,0
96,39,97,43,0
96,39,97,44,0
96,39,97,45,0
96,39,97,46,0
96,39,97,47,0
96,39,97,48,0
96,39,97,49,0
96,39,97,50,0
96,39,97,51,0
96,39,97,52,0
96,39,97,54,0
96,39,97,55,0
96,39,97,56,0
96,39,97,59,0
96,39,97,60,0
96,40,97,29,0
96,40,97,30,0
96,40,97,31,0
96,40,97,32,0
96,40,97,33,0
96,40,97,34,0
96,40,97,35,0
96,40,97,36,0
96,40,97,38,0
96,40,97,39,0
96,40,97,40,1
96,40,97,41,0
96,40,97,42,0
96,40,97,43,0
96,40,97,44,0
96,40,97,45,0
96,40,97,46,0
96,40,97,47,0
96,40,97,48,0
96,40,97,49,0
96,40,97,50,0
96,40,97,51,0
96,40,97,52,0
96,40,97,54,0
96,40,97,55,0
96,40,97,56,0
96,40,97,59,0
96,40,97,60,0
96,41,97,29,0
96,41,97,30,0
96,41,97,31,0
96,41,97,32,0
96,41,97,33,0
96,41,97,34,0
96,41,97,35,0
96,41,97,36,0
96,41,97,38,0
96,41,97,39,0
96,41,97,40,0
96,41,97,41,1
96,41,97,42,0
96,41,97,43,0
96,41,97,44,0
96,41,97,45,0
96,41,97,46,0
96,41,97,47,0
96,41,97,48,0
96,41,97,49,0
96,41,97,50,0
96,41,97,51,0
96,41,97,52,0
96,41,97,54,0
96,41,97,55,0
96,41,97,56,0
96,41,97,59,0
96,41,97,60,0
96,42,97,29,0
96,42,97,30,0
96,42,97,31,0
96,42,97,32,0
96,42,97,33,0
96,42,97,34,0
96,42,97,35,0
96,42,97,36,0
96,42,97,38,0
96,42,97,39,0
96,42,97,40,0
96,42,97,41,0
96,42,97,42,1
96,42,97,43,0
96,42,97,44,0
96,42,97,45,0
96,42,97,46,0
96,42,97,47,0
96,42,97,48,0
96,42,97,49,0
96,42,97,50,0
96,42,97,51,0
96,42,97,52,0
96,42,97,54,0
96,42,97,55,0
96,42,97,56,0
96,42,97,59,0
96,42,97,60,0
96,43,97,29,0
96,43,97,30,0
96,43,97,31,0
96,43,97,32,0
96,43,97,33,0
96,43,97,34,0
96,43,97,35,0
96,43,97,36,0
96,43,97,38,0
96,43,97,39,0
96,43,97,40,0
96,43,97,41,0
96,43,97,42,0
96,43,97,43,1
96,43,97,44,0
96,43,97,45,0
96,43,97,46,0
96,43,97,47,0
96,43,97,48,0
96,43,97,49,0
96,43,97,50,0
96,43,97,51,0
96,43,97,52,0
96,43,97,54,0
96,43,97,55,0
96,43,97,56,0
96,43,97,59,0
96,43,97,60,0
96,44,97,29,0
96,44,97,30,0
96,44,97,31,0
96,44,97,32,0
96,44,97,33,0
96,44,97,34,0
96,44,97,35,0
96,44,97,36,0
96,44,97,38,0
96,44,97,39,0
96,44,97,40,0
96,44,97,41,0
96,44,97,42,0
96,44,97,43,0
96,44,97,44,1
96,44,97,45,0
96,44,97,46,0
96,44,97,47,0
96,44,97,48,0
96,44,97,49,0
96,44,97,50,0
96,44,97,51,0
96,44,97,52,0
96,44,97,54,0
96,44,97,55,0
96,44,97,56,0
96,44,97,59,0
96,44,97,60,0
96,45,97,29,0
96,45,97,30,0
96,45,97,31,0
96,45,97,32,0
96,45,97,33,0
96,45,97,34,0
96,45,97,35,0
96,45,97,36,0
96,45,97,38,0
96,45,97,39,0
96,45,97,40,0
96,45,97,41,0
96,45,97,42,0
96,45,97,43,0
96,45,97,44,0
96,45,97,45,1
96,45,97,46,0
96,45,97,47,0
96,45,97,48,0
96,45,97,49,0
96,45,97,50,0
96,45,97,51,0
96,45,97,52,0
96,45,97,54,0
96,45,97,55,0
96,45,97,56,0
96,45,97,59,0
96,45,97,60,0
96,46,97,29,0
96,46,97,30,0
96,46,97,31,0
96,46,97,32,0
96,46,97,33,0
96,46,97,34,0
96,46,97,35,0
96,46,97,36,0
96,46,97,38,0
96,46,97,39,0
96,46,97,40,0
96,46,97,41,0
96,46,97,42,0
96,46,97,43,0
96,46,97,44,0
96,46,97,45,0
96,46,97,46,1
96,46,97,47,0
96,46,97,48,0
96,46,97,49,0
96,46,97,50,0
96,46,97,51,0
96,46,97,52,0
96,46,97,54,0
96,46,97,55,0
96,46,97,56,0
96,46,97,59,0
96,46,97,60,0
96,47,97,29,0
96,47,97,30,0
96,47,97,31,0
96,47,97,32,0
96,47,97,33,0
96,47,97,34,0
96,47,97,35,0
96,47,97,36,0
96,47,97,38,0
96,47,97,39,0
96,47,97,40,0
96,47,97,41,0
96,47,97,42,0
96,47,97,43,0
96,47,97,44,0
96,47,97,45,0
96,47,97,46,0
96,47,97,47,1
96,47,97,48,0
96,47,97,49,0
96,47,97,50,0
96,47,97,51,0
96,47,97,52,0
96,47,97,54,0
96,47,97,55,0
96,47,97,56,0
96,47,97,59,0
96,47,97,60,0
96,48,97,29,0
96,48,97,30,0
96,48,97,31,0
96,48,97,32,0
96,48,97,33,0
96,48,97,34,0
96,48,97,35,0
96,48,97,36,0
96,48,97,38,0
96,48,97,39,0
96,48,97,40,0
96,48,97,41,0
96,48,97,42,0
96,48,97,43,0
96,48,97,44,0
96,48,97,45,0
96,48,97,46,0
96,48,97,47,0
96,48,97,48,1
96,48,97,49,0
96,48,97,50,0
96,48,97,51,0
96,48,97,52,0
96,48,97,54,0
96,48,97,55,0
96,48,97,56,0
96,48,97,59,0
96,48,97,60,0
96,49,97,29,0
96,49,97,30,0
96,49,97,31,0
96,49,97,32,0
96,49,97,33,0
96,49,97,34,0
96,49,97,35,0
96,49,97,36,0
96,49,97,38,0
96,49,97,39,0
96,49,97,40,0
96,49,97,41,0
96,49,97,42,0
96,49,97,43,0
96,49,97,44,0
96,49,97,45,0
96,49,97,46,0
96,49,97,47,0
96,49,97,48,0
96,49,97,49,1
96,49,97,50,0
96,49,97,51,0
96,49,97,52,0
96,49,97,54,0
96,49,97,55,0
96,49,97,56,0
96,49,97,59,0
96,49,97,60,0
96,50,97,29,0
96,50,97,30,0
96,50,97,31,0
96,50,97,32,0
96,50,97,33,0
96,50,97,34,0
96,50,97,35,0
96,50,97,36,0
96,50,97,38,0
96,50,97,39,0
96,50,97,40,0
96,50,97,41,0
96,50,97,42,0
96,50,97,43,0
96,50,97,44,0
96,50,97,45,0
96,50,97,46,0
96,50,97,47,0
96,50,97,48,0
96,50,97,49,0
96,50,97,50,1
96,50,97,51,0
96,50,97,52,0
96,50,97,54,0
96,50,97,55,0
96,50,97,56,0
96,50,97,59,0
96,50,97,60,0
96,51,97,29,0
96,51,97,30,0
96,51,97,31,0
96,51,97,32,0
96,51,97,33,0
96,51,97,34,0
96,51,97,35,0
96,51,97,36,0
96,51,97,38,0
96,51,97,39,0
96,51,97,40,0
96,51,97,41,0
96,51,97,42,0
96,51,97,43,0
96,51,97,44,0
96,51,97,45,0
96,51,97,46,0
96,51,97,47,0
96,51,97,48,0
96,51,97,49,0
96,51,97,50,0
96,51,97,51,1
96,51,97,52,0
96,51,97,54,0
96,51,97,55,0
96,51,97,56,0
96,51,97,59,0
96,51,97,60,0
96,52,97,29,0
96,52,97,30,0
96,52,97,31,0
96,52,97,32,0
96,52,97,33,0
96,52,97,34,0
96,52,97,35,0
96,52,97,36,0
96,52,97,38,0
96,52,97,39,0
96,52,97,40,0
96,52,97,41,0
96,52,97,42,0
96,52,97,43,0
96,52,97,44,0
96,52,97,45,0
96,52,97,46,0
96,52,97,47,0
96,52,97,48,0
96,52,97,49,0
96,52,97,50,0
96,52,97,51,0
96,52,97,52,1
96,52,97,54,0
96,52,97,55,0
96,52,97,56,0
96,52,97,59,0
96,52,97,60,0
96,54,97,29,0
96,54,97,30,0
96,54,97,31,0
96,54,97,32,0
96,54,97,33,0
96,54,97,34,0
96,54,97,35,0
96,54,97,36,0
96,54,97,38,0
96,54,97,39,0
96,54,97,40,0
96,54,97,41,0
96,54,97,42,0
96,54,97,43,0
96,54,97,44,0
96,54,97,45,0
96,54,97,46,0
96,54,97,47,0
96,54,97,48,0
96,54,97,49,0
96,54,97,50,0
96,54,97,51,0
96,54,97,52,0
96,54,97,54,1
96,54,97,55,0
96,54,97,56,0
96,54,97,59,0
96,54,97,60,0
96,55,97,29,0
96,55,97,30,0
96,55,97,31,0
96,55,97,32,0
96,55,97,33,0
96,55,97,34,0
96,55,97,35,0
96,55,97,36,0
96,55,97,38,0
96,55,97,39,0
96,55,97,40,0
96,55,97,41,0
96,55,97,42,0
96,55,97,43,0
96,55,97,44,0
96,55,97,45,0
96,55,97,46,0
96,55,97,47,0
96,55,97,48,0
96,55,97,49,0
96,55,97,50,0
96,55,97,51,0
96,55,97,52,0
96,55,97,54,0
96,55,97,55,1
96,55,97,56,0
96,55,97,59,0
96,55,97,60,0
96,56,97,29,0
96,56,97,30,0
96,56,97,31,0
96,56,97,32,0
96,56,97,33,0
96,56,97,34,0
96,56,97,35,0
96,56,97,36,0
96,56,97,38,0
96,56,97,39,0
96,56,97,40,0
96,56,97,41,0
96,56,97,42,0
96,56,97,43,0
96,56,97,44,0
96,56,97,45,0
96,56,97,46,0
96,56,97,47,0
96,56,97,48,0
96,56,97,49,0
96,56,97,50,0
96,56,97,51,0
96,56,97,52,0
96,56,97,54,0
96,56,97,55,0
96,56,97,56,1
96,56,97,59,0
96,56,97,60,0
96,59,97,29,0
96,59,97,30,0
96,59,97,31,0
96,59,97,32,0
96,59,97,33,0
96,59,97,34,0
96,59,97,35,0
96,59,97,36,0
96,59,97,38,0
96,59,97,39,0
96,59,97,40,0
96,59,97,41,0
96,59,97,42,0
96,59,97,43,0
96,59,97,44,0
96,59,97,45,0
96,59,97,46,0
96,59,97,47,0
96,59,97,48,0
96,59,97,49,0
96,59,97,50,0
96,59,97,51,0
96,59,97,52,0
96,59,97,54,0
96,59,97,55,0
96,59,97,56,0
96,59,97,59,1
96,59,97,60,0
96,60,97,29,0
96,60,97,30,0
96,60,97,31,0
96,60,97,32,0
96,60,97,33,0
96,60,97,34,0
96,60,97,35,0
96,60,97,36,0
96,60,97,38,0
96,60,97,39,0
96,60,97,40,0
96,60,97,41,0
96,60,97,42,0
96,60,97,43,0
96,60,97,44,0
96,60,97,45,0
96,60,97,46,0
96,60,97,47,0
96,60,97,48,0
96,60,97,49,0
96,60,97,50,0
96,60,97,51,0
96,60,97,52,0
96,60,97,54,0
96,60,97,55,0
96,60,97,56,0
96,60,97,59,0
96,60,97,60,1
97,29,98,29,1
97,29,98,30,0
97,29,98,31,0
97,29,98,32,0
97,29,98,33,0
97,29,98,34,0
97,29,98,35,0
97,29,98,36,0
97,29,98,38,0
97,29,98,39,0
97,29,98,40,0
97,29,98,41,0
97,29,98,42,0
97,29,98,43,0
97,29,98,44,0
97,29,98,45,0
97,29,98,46,0
97,29,98,47,0
97,29,98,48,0
97,29,98,49,0
97,29,98,50,0
97,29,98,51,0
97,29,98,52,0
97,29,98,54,0
97,29,98,55,0
97,29,98,56,0
97,29,98,59,0
97,29,98,60,0
97,30,98,29,0
97,30,98,30,1
97,30,98,31,0
97,30,98,32,0
97,30,98,33,0
97,30,98,34,0
97,30,98,35,0
97,30,98,36,0
97,30,98,38,0
97,30,98,39,0
97,30,98,40,0
97,30,98,41,0
97,30,98,42,0
97,30,98,43,0
97,30,98,44,0
97,30,98,45,0
97,30,98,46,0
97,30,98,47,0
97,30,98,48,0
97,30,98,49,0
97,30,98,50,0
97,30,98,51,0
97,30,98,52,0
97,30,98,54,0
97,30,98,55,0
97,30,98,56,0
97,30,98,59,0
97,30,98,60,0
97,31,98,29,0
97,31,98,30,0
97,31,98,31,1
97,31,98,32,0
97,31,98,33,0
97,31,98,34,0
97,31,98,35,0
97,31,98,36,0
97,31,98,38,0
97,31,98,39,0
97,31,98,40,0
97,31,98,41,0
97,31,98,42,0
97,31,98,43,0
97,31,98,44,0
97,31,98,45,0
97,31,98,46,0
97,31,98,47,0
97,31,98,48,0
97,31,98,49,0
97,31,98,50,0
97,31,98,51,0
97,31,98,52,0
97,31,98,54,0
97,31,98,55,0
97,31,98,56,0
97,31,98,59,0
97,31,98,60,0
97,32,98,29,0
97,32,98,30,0
97,32,98,31,0
97,32,98,32,1
97,32,98,33,0
97,32,98,34,0
97,32,98,35,0
97,32,98,36,0
97,32,98,38,0
97,32,98,39,0
97,32,98,40,0
97,32,98,41,0
97,32,98,42,0
97,32,98,43,0
97,32,98,44,0
97,32,98,45,0
97,32,98,46,0
97,32,98,47,0
97,32,98,48,0
97,32,98,49,0
97,32,98,50,0
97,32,98,51,0
97,32,98,52,0
97,32,98,54,0
97,32,98,55,0
97,32,98,56,0
97,32,98,59,0
97,32,98,60,0
97,33,98,29,0
97,33,98,30,0
97,33,98,31,0
97,33,98,32,0
97,33,98,33,1
97,33,98,34,0
97,33,98,35,0
97,33,98,36,0
97,33,98,38,0
97,33,98,39,0
97,33,98,40,0
97,33,98,41,0
97,33,98,42,0
97,33,98,43,0
97,33,98,44,0
97,33,98,45,0
97,33,98,46,0
97,33,98,47,0
97,33,98,48,0
97,33,98,49,0
97,33,98,50,0
97,33,98,51,0
97,33,98,52,0
97,33,98,54,0
97,33,98,55,0
97,33,98,56,0
97,33,98,59,0
97,33,98,60,0
97,34,98,29,0
97,34,98,30,0
97,34,98,31,0
97,34,98,32,0
97,34,98,33,0
97,34,98,34,1
97,34,98,35,0
97,34,98,36,0
97,34,98,38,0
97,34,98,39,0
97,34,98,40,0
97,34,98,41,0
97,34,98,42,0
97,34,98,43,0
97,34,98,44,0
97,34,98,45,0
97,34,98,46,0
97,34,98,47,0
97,34,98,48,0
97,34,98,49,0
97,34,98,50,0
97,34,98,51,0
97,34,98,52,0
97,34,98,54,0
97,34,98,55,0
97,34,98,56,0
97,34,98,59,0
97,34,98,60,0
97,35,98,29,0
97,35,98,30,0
97,35,98,31,0
97,35,98,32,0
97,35,98,33,0
97,35,98,34,0
97,35,98,35,1
97,35,98,36,0
97,35,98,38,0
97,35,98,39,0
97,35,98,40,0
97,35,98,41,0
97,35,98,42,0
97,35,98,43,0
97,35,98,44,0
97,35,98,45,0
97,35,98,46,0
97,35,98,47,0
97,35,98,48,0
97,35,98,49,0
97,35,98,50,0
97,35,98,51,0
97,35,98,52,0
97,35,98,54,0
97,35,98,55,0
97,35,98,56,0
97,35,98,59,0
97,35,98,60,0
97,36,98,29,0
97,36,98,30,0
97,36,98,31,0
97,36,98,32,0
97,36,98,33,0
97,36,98,34,0
97,36,98,35,0
97,36,98,36,1
97,36,98,38,0
97,36,98,39,0
